rule	page	rid	category	before	after	context	id
lone_o	Volume_1/1_source_pages/page_050	doc_1.src_content.1	src_content	0	O	" exclaims as in ecstasy ""O, all ye works of th"	Volume_1/1_source_pages/page_050|doc_1.src_content.1|351|lone_o
lone_o	Volume_1/1_source_pages/page_060	doc_1.src_content.1	src_content	0	O	Arise, be enlightened, O Jerusalem: for thy 	Volume_1/1_source_pages/page_060|doc_1.src_content.1|23|lone_o
lone_o	Volume_1/1_source_pages/page_061	doc_1.src_content.0	src_content	0	O	iful are thy tabernacles O Jacob, and thy tent	Volume_1/1_source_pages/page_061|doc_1.src_content.0|224|lone_o
lone_o	Volume_1/1_source_pages/page_061	doc_1.src_content.0	src_content	0	O	s O Jacob, and thy tents O Israel! As woody va	Volume_1/1_source_pages/page_061|doc_1.src_content.0|247|lone_o
lone_o	Volume_1/1_source_pages/page_061	doc_1.src_content.1	src_content	0	O	"by the same Evangelist. ""O ""my most amiable La"	Volume_1/1_source_pages/page_061|doc_1.src_content.1|252|lone_o
lone_o	Volume_1/1_source_pages/page_061	doc_1.src_content.1	src_content	0	O	"ve Earth. ""Be astonished O ye heavens! at this"	Volume_1/1_source_pages/page_061|doc_1.src_content.1|590|lone_o
lone_o	Volume_1/1_source_pages/page_063	doc_1.src_content.0	src_content	0	O	"ry."" I will praise thee, O Lord, among the peo"	Volume_1/1_source_pages/page_063|doc_1.src_content.0|231|lone_o
lone_o	Volume_1/1_source_pages/page_065	doc_1.src_content.0	src_content	0	O	"s."" (Eccl. 10-8) Hear ye O house of David, thu"	Volume_1/1_source_pages/page_065|doc_1.src_content.0|183|lone_o
lone_o	Volume_1/1_source_pages/page_069	doc_1.src_content.0	src_content	0.	O.	rted I Order in 1206, II O. in 1212, III in 122	Volume_1/1_source_pages/page_069|doc_1.src_content.0|66|lone_o
lone_o	Volume_1/1_source_pages/page_072	doc_1.src_content.0	src_content	0	O	"oquence next to divine. ""O all ye that pass by"	Volume_1/1_source_pages/page_072|doc_1.src_content.0|950|lone_o
lone_o	Volume_1/1_source_pages/page_074	doc_1.src_content.2	src_content	0	O	"t. Catherine of Sienna, ""O wonder! O wonder (w"	Volume_1/1_source_pages/page_074|doc_1.src_content.2|488|lone_o
lone_o	Volume_1/1_source_pages/page_074	doc_1.src_content.2	src_content	0	O	"ne of Sienna, ""O wonder! O wonder (waking out "	Volume_1/1_source_pages/page_074|doc_1.src_content.2|498|lone_o
lone_o	Volume_1/1_source_pages/page_094	doc_2.src_content.0	src_content	0	O	O Course we are glad 	Volume_1/1_source_pages/page_094|doc_2.src_content.0|0|lone_o
lone_o	Volume_1/1_source_pages/page_101	doc_1.src_origin.0	src_origin	0	O	NAVENTURE'S MONASTERY 97:O ML r 1	Volume_1/1_source_pages/page_101|doc_1.src_origin.0|31|lone_o
lone_o	Volume_1/1_source_pages/page_105	doc_1.src_content.0	src_content	0	O	"in Eternity ?! · . . And O! .. ""To-morrow is e"	Volume_1/1_source_pages/page_105|doc_1.src_content.0|1131|lone_o
lone_o	Volume_1/1_source_pages/page_130	doc_1.src_content.0	src_content	0	O	d of having prayers .... O! could your dear Fa	Volume_1/1_source_pages/page_130|doc_1.src_content.0|612|lone_o
lone_o	Volume_1/1_source_pages/page_130	doc_1.src_content.0	src_content	0	O	s more than ever before. O! if we could but pe	Volume_1/1_source_pages/page_130|doc_1.src_content.0|1597|lone_o
lone_o	Volume_1/1_source_pages/page_131	doc_1.src_content.0	src_content	0	O	rful are God's ways. And O, how far he surpass	Volume_1/1_source_pages/page_131|doc_1.src_content.0|575|lone_o
lone_o	Volume_1/1_source_pages/page_134	doc_1.src_content.0	src_content	0	O	GIN as promised of yore. O ! May He estrange u	Volume_1/1_source_pages/page_134|doc_1.src_content.0|304|lone_o
lone_o	Volume_1/1_source_pages/page_134	doc_1.src_content.1	src_content	0	O	God made me to know Him. O! What a blessd aim!	Volume_1/1_source_pages/page_134|doc_1.src_content.1|25|lone_o
lone_o	Volume_1/1_source_pages/page_137	doc_1.src_content.0	src_content	0	O	"here also applied: "" ... O the depth of the ri"	Volume_1/1_source_pages/page_137|doc_1.src_content.0|1884|lone_o
lone_o	Volume_1/1_source_pages/page_172	doc_1.src_content.0	src_content	0.	O.	s to get him to the B. & O. Depot for Chicago. 	Volume_1/1_source_pages/page_172|doc_1.src_content.0|1258|lone_o
lone_o	Volume_1/1_source_pages/page_216	doc_1.src_content.1	src_content	0	O	d continually. This at 3 O'C A.M. a call came 	Volume_1/1_source_pages/page_216|doc_1.src_content.1|157|lone_o
lone_o	Volume_1/1_source_pages/page_235	doc_1.archv_commentary.0	archv_commentary	0.	O.	d, Father Solanus Casey, O. F. M. Cap.	Volume_1/1_source_pages/page_235|doc_1.archv_commentary.0|123|lone_o
lone_o	Volume_1/1_source_pages/page_237	doc_1.src_content.0	src_content	0	O	"iny for eternal glory?"" ""O, the depth of the r"	Volume_1/1_source_pages/page_237|doc_1.src_content.0|1169|lone_o
lone_o	Volume_1/1_source_pages/page_244	doc_1.src_content.0	src_content	0	O	"""Remember O most Blessed Virgin"	Volume_1/1_source_pages/page_244|doc_1.src_content.0|10|lone_o
lone_o	Volume_1/1_source_pages/page_252	doc_1.src_content.4	src_content	0	O	me for vacation ... But, O the Death of St. Fr	Volume_1/1_source_pages/page_252|doc_1.src_content.4|72|lone_o
lone_o	Volume_1/1_source_pages/page_255	doc_1.src_content.12	src_content	0	O	"""Hear O Israel .... Ten Com"	Volume_1/1_source_pages/page_255|doc_1.src_content.12|6|lone_o
lone_o	Volume_2/0_table_of_contents/page_002	doc_1.archv_commentary.2	archv_commentary	0	O	 to Winifred Goodwillie (O'Donnell)	Volume_2/0_table_of_contents/page_002|doc_1.archv_commentary.2|32|lone_o
lone_o	Volume_2/1_source_pages/page_015	doc_1.src_other.0	src_other	0	O	"""O all ye works of the"	Volume_2/1_source_pages/page_015|doc_1.src_other.0|1|lone_o
lone_o	Volume_2/1_source_pages/page_042	doc_1.src_signature.0	src_signature	0	O	Fr. Solanus, O FM. Cap.	Volume_2/1_source_pages/page_042|doc_1.src_signature.0|13|lone_o
lone_o	Volume_2/1_source_pages/page_055	doc_1.src_farewell.0	src_farewell	0	O	Sincerely Yours in +O,	Volume_2/1_source_pages/page_055|doc_1.src_farewell.0|20|lone_o
lone_o	Volume_2/1_source_pages/page_056	doc_1.src_content.0	src_content	0	O	re the Fall in Paradise. O! If humanity could 	Volume_2/1_source_pages/page_056|doc_1.src_content.0|919|lone_o
lone_o	Volume_2/1_source_pages/page_056	doc_1.src_content.0	src_content	0	O	od made me to know Him ! O! What a bles'd aim!	Volume_2/1_source_pages/page_056|doc_1.src_content.0|1189|lone_o
lone_o	Volume_2/1_source_pages/page_058	doc_1.src_content.0	src_content	0	O	to be toevery one of us! O! If we would only l	Volume_2/1_source_pages/page_058|doc_1.src_content.0|854|lone_o
lone_o	Volume_2/1_source_pages/page_063	doc_1.src_signature.0	src_signature	0	O	Fr. Solanus, O.INC	Volume_2/1_source_pages/page_063|doc_1.src_signature.0|13|lone_o
lone_o	Volume_2/1_source_pages/page_068	doc_1.src_content.0	src_content	0	O	"int Ann in Qubeck"". .... O! Instead of worryin"	Volume_2/1_source_pages/page_068|doc_1.src_content.0|809|lone_o
lone_o	Volume_2/1_source_pages/page_068	doc_1.archv_commentary.0	archv_commentary	0	O	by Father Solanus Casey, O.3 ... Cap.	Volume_2/1_source_pages/page_068|doc_1.archv_commentary.0|89|lone_o
lone_o	Volume_2/1_source_pages/page_077	doc_1.src_content.2	src_content	0	O	"ut what can I do ? ....? O! I just think: ""som"	Volume_2/1_source_pages/page_077|doc_1.src_content.2|111|lone_o
lone_o	Volume_2/1_source_pages/page_088	doc_1.src_content.0	src_content	0	O	"nd me and all Humanity: ""O dearest Jesus! Who "	Volume_2/1_source_pages/page_088|doc_1.src_content.0|213|lone_o
lone_o	Volume_2/1_source_pages/page_100	doc_1.src_farewell.0	src_farewell	0	O	Sincerely yours in +O	Volume_2/1_source_pages/page_100|doc_1.src_farewell.0|20|lone_o
lone_o	Volume_2/1_source_pages/page_102	doc_1.src_content.0	src_content	0	O	see others so happy .... O! yes we see such pe	Volume_2/1_source_pages/page_102|doc_1.src_content.0|466|lone_o
lone_o	Volume_2/1_source_pages/page_115	doc_1.src_content.0	src_content	0	O	rents and other friends? O if we would but kee	Volume_2/1_source_pages/page_115|doc_1.src_content.0|613|lone_o
lone_o	Volume_2/1_source_pages/page_122	doc_1.src_content.0	src_content	0.	O.	ke that idea of a second O. I know of more than	Volume_2/1_source_pages/page_122|doc_1.src_content.0|230|lone_o
lone_o	Volume_2/1_source_pages/page_126	doc_1.src_farewell.0	src_farewell	0	O	Sincerely in +O	Volume_2/1_source_pages/page_126|doc_1.src_farewell.0|14|lone_o
lone_o	Volume_2/1_source_pages/page_151	doc_1.src_content.0	src_content	0	O	", merciful goodness. But O! ""to enjoy life in "	Volume_2/1_source_pages/page_151|doc_1.src_content.0|1989|lone_o
lone_o	Volume_2/1_source_pages/page_151	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.F.M. Cap. ( from a 	Volume_2/1_source_pages/page_151|doc_1.archv_commentary.0|109|lone_o
lone_o	Volume_2/1_source_pages/page_164	doc_1.src_content.1	src_content	0	O	GIN as promised of yore; O! May He estrange us	Volume_2/1_source_pages/page_164|doc_1.src_content.1|303|lone_o
lone_o	Volume_2/1_source_pages/page_164	doc_1.src_content.2	src_content	0	O	God made me to know Him. O! What a bless'd aim	Volume_2/1_source_pages/page_164|doc_1.src_content.2|25|lone_o
lone_o	Volume_2/1_source_pages/page_166	doc_1.src_content.0	src_content	0	O	rom sin and its shame! - O! And reign in our H	Volume_2/1_source_pages/page_166|doc_1.src_content.0|353|lone_o
lone_o	Volume_2/1_source_pages/page_180	doc_1.src_content.0	src_content	0	O	God made me to know Him. O! What a bless'd aim	Volume_2/1_source_pages/page_180|doc_1.src_content.0|25|lone_o
lone_o	Volume_2/1_source_pages/page_185	doc_1.src_content.0	src_content	0	O	th other duties - from 5 O'cl a.m. Il p.m.	Volume_2/1_source_pages/page_185|doc_1.src_content.0|1390|lone_o
lone_o	Volume_2/1_source_pages/page_216	doc_1.src_signature.0	src_signature	0	O	Fr. Solanus, O.F.K. Cap.	Volume_2/1_source_pages/page_216|doc_1.src_signature.0|13|lone_o
lone_o	Volume_2/1_source_pages/page_229	doc_1.src_farewell.0	src_farewell	0	O	es. Sincerely yours in f O	Volume_2/1_source_pages/page_229|doc_1.src_farewell.0|34|lone_o
lone_o	Volume_2/1_source_pages/page_238	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.7.K. Cap.	Volume_2/1_source_pages/page_238|doc_1.archv_commentary.0|106|lone_o
lone_o	Volume_2/1_source_pages/page_240	doc_1.src_content.0	src_content	0	O	", therefore, Seery or an O' would say: ""on the"	Volume_2/1_source_pages/page_240|doc_1.src_content.0|897|lone_o
lone_o	Volume_2/1_source_pages/page_271	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.7.M. Cap.	Volume_2/1_source_pages/page_271|doc_1.archv_commentary.0|102|lone_o
lone_o	Volume_2/1_source_pages/page_272	doc_1.src_content.0	src_content	0	O	"as Saint Paul exclaims: ""O the depth of the ri"	Volume_2/1_source_pages/page_272|doc_1.src_content.0|792|lone_o
lone_o	Volume_2/1_source_pages/page_273	doc_1.src_content.0	src_content	0	O	God made me to know Him. O what a bless'd aim!	Volume_2/1_source_pages/page_273|doc_1.src_content.0|516|lone_o
lone_o	Volume_2/1_source_pages/page_282	doc_1.src_content.0	src_content	0	O	er that same admonition: O, what a differ- ent	Volume_2/1_source_pages/page_282|doc_1.src_content.0|1936|lone_o
lone_o	Volume_2/1_source_pages/page_283	doc_1.src_content.0	src_content	0	O	r To-day - Pope P. XII - O how comparatively s	Volume_2/1_source_pages/page_283|doc_1.src_content.0|449|lone_o
lone_o	Volume_2/1_source_pages/page_289	doc_1.src_content.2	src_content	0	O	 With God the nam counts O-	Volume_2/1_source_pages/page_289|doc_1.src_content.2|166|lone_o
lone_o	Volume_2/1_source_pages/page_291	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.7.12. Cap.	Volume_2/1_source_pages/page_291|doc_1.archv_commentary.0|107|lone_o
lone_o	Volume_2/1_source_pages/page_340	doc_1.src_content.0	src_content	0	O	" unexpectedly appeared. ""O!"", she thought, ""He"	Volume_2/1_source_pages/page_340|doc_1.src_content.0|879|lone_o
lone_o	Volume_2/1_source_pages/page_346	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.9.M. Cap.	Volume_2/1_source_pages/page_346|doc_1.archv_commentary.0|104|lone_o
lone_o	Volume_2/1_source_pages/page_352	doc_1.src_content.0	src_content	0	O	ational creature! Q. And O ! Blueprint - purpo	Volume_2/1_source_pages/page_352|doc_1.src_content.0|128|lone_o
lone_o	Volume_2/1_source_pages/page_353	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.2.x. Cap.	Volume_2/1_source_pages/page_353|doc_1.archv_commentary.0|106|lone_o
lone_o	Volume_2/1_source_pages/page_354	doc_1.archv_commentary.0	archv_commentary	0	O	d, Father Solanus Casey, O.7.M. Cap.	Volume_2/1_source_pages/page_354|doc_1.archv_commentary.0|104|lone_o
lone_o	Volume_2/1_source_pages/page_360	doc_1.src_content.0	src_content	0	O	Excellency? Thy Purpose? O! Ratonal Creature? 	Volume_2/1_source_pages/page_360|doc_1.src_content.0|140|lone_o
lone_o	Volume_2/1_source_pages/page_360	doc_1.src_content.0	src_content	0	O	God made me to know Him. O! What a bles'd aim!	Volume_2/1_source_pages/page_360|doc_1.src_content.0|194|lone_o
lone_o	Volume_2/1_source_pages/page_361	doc_1.src_recipient.0	src_recipient	0.	O.	Ven. Sister Mary Bemice, O. P.	Volume_2/1_source_pages/page_361|doc_1.src_recipient.0|25|lone_o
lone_o	Volume_2/1_source_pages/page_370	doc_1.src_content.0	src_content	0	O	"ingly all in vain. .... ""O' The depth of the r"	Volume_2/1_source_pages/page_370|doc_1.src_content.0|761|lone_o
lone_o	Volume_3/1_source_pages/page_013	doc_1.src_content.3	src_content	0	O	 leaving Monastery. Mrs. O' comes in To-day to	Volume_3/1_source_pages/page_013|doc_1.src_content.3|39|lone_o
lone_o	Volume_3/1_source_pages/page_015	doc_1.src_content.0	src_content	0	O	Cornelius O'Donnell 30 Model pr	Volume_3/1_source_pages/page_015|doc_1.src_content.0|10|lone_o
lone_o	Volume_3/1_source_pages/page_017	doc_1.src_content.7	src_content	0	O	evening for yr. by Mary (O'S) Mccarthy at 8:30	Volume_3/1_source_pages/page_017|doc_1.src_content.7|104|lone_o
lone_o	Volume_3/1_source_pages/page_020	doc_1.src_content.3	src_content	0	O	Tubercular Hip. James L. O'Brien 42 - father o	Volume_3/1_source_pages/page_020|doc_1.src_content.3|25|lone_o
zero_word	Volume_3/1_source_pages/page_027	doc_1.src_content.7	src_content	0ct	Oct	 was burried yesterday -+Oct. 10 - hardening of 	Volume_3/1_source_pages/page_027|doc_1.src_content.7|333|zero_word
lone_o	Volume_3/1_source_pages/page_031	doc_1.src_content.8	src_content	0	O	hrine, am up to page 178 O! what a change! Yes	Volume_3/1_source_pages/page_031|doc_1.src_content.8|302|lone_o
lone_o	Volume_3/1_source_pages/page_036	doc_1.src_content.0	src_content	0	O	 Is it Hopeless? Francis O'Neill 10 of 121 Hal	Volume_3/1_source_pages/page_036|doc_1.src_content.0|36|lone_o
lone_o	Volume_3/1_source_pages/page_052	doc_1.src_content.0	src_content	0.	O.	"teelandt (46) of Fremont O. (6 miles out on ""be"	Volume_3/1_source_pages/page_052|doc_1.src_content.0|131|lone_o
lone_o	Volume_3/1_source_pages/page_058	doc_1.src_content.2	src_content	0	O	s. Enrolled in August -- O K now	Volume_3/1_source_pages/page_058|doc_1.src_content.2|88|lone_o
lone_o	Volume_3/1_source_pages/page_088	doc_1.src_content.10	src_content	0.	O.	 Austin 11 of Mansfield, O. - 7 months in bed -	Volume_3/1_source_pages/page_088|doc_1.src_content.10|30|lone_o
lone_o	Volume_3/1_source_pages/page_096	doc_1.src_content.3	src_content	0	O	Gert O'Neil - 11 - heart t	Volume_3/1_source_pages/page_096|doc_1.src_content.3|5|lone_o
lone_o	Volume_3/1_source_pages/page_096	doc_1.src_content.5	src_content	0.	O.	of 2246 Jerome - Toledo, O. - Heart trouble etc	Volume_3/1_source_pages/page_096|doc_1.src_content.5|47|lone_o
lone_o	Volume_3/1_source_pages/page_112	doc_1.src_content.8	src_content	0	O	Mrs. Leah O'Brien - 30 - two ch	Volume_3/1_source_pages/page_112|doc_1.src_content.8|10|lone_o
lone_o	Volume_3/1_source_pages/page_136	doc_1.src_content.14	src_content	0.	O.	 - 48 of near Cleveland, O. - hopelessly parali	Volume_3/1_source_pages/page_136|doc_1.src_content.14|40|lone_o
lone_o	Volume_3/1_source_pages/page_168	doc_1.src_content.7	src_content	0	O	Maurice O'Connor - 56 - Thank	Volume_3/1_source_pages/page_168|doc_1.src_content.7|8|lone_o
lone_o	Volume_3/1_source_pages/page_203	doc_1.src_content.1	src_content	0.	O.	. Stoner - of Mansfield, O. broken back, has tw	Volume_3/1_source_pages/page_203|doc_1.src_content.1|35|lone_o
lone_o	Volume_3/1_source_pages/page_207	doc_1.src_content.3	src_content	0.	O.	Mackinnon - Cincinnatti, O. - to be ordained Ju	Volume_3/1_source_pages/page_207|doc_1.src_content.3|34|lone_o
lone_o	Volume_3/1_source_pages/page_214	doc_1.src_content.2	src_content	0	O	(her mother) Mary O'Herron - 62 - prono	Volume_3/1_source_pages/page_214|doc_1.src_content.2|18|lone_o
lone_o	Volume_3/1_source_pages/page_223	doc_1.src_content.3	src_content	0	O	en - she a Lutheran , he O	Volume_3/1_source_pages/page_223|doc_1.src_content.3|80|lone_o
lone_o	Volume_3/1_source_pages/page_225	doc_1.src_content.6	src_content	0	O	Mrs. O 'Hagan - 72 - cance	Volume_3/1_source_pages/page_225|doc_1.src_content.6|5|lone_o
lone_o	Volume_3/1_source_pages/page_234	doc_1.src_content.10	src_content	0.	O.	Stege - 73 - of Bushtel, O. - Jandis - - quite 	Volume_3/1_source_pages/page_234|doc_1.src_content.10|35|lone_o
lone_o	Volume_3/1_source_pages/page_254	doc_1.src_content.4	src_content	0.	O.	Peter O. LeDuc - 36 - of Tol	Volume_3/1_source_pages/page_254|doc_1.src_content.4|6|lone_o
lone_o	Volume_3/1_source_pages/page_284	doc_1.src_content.11	src_content	0	O	Ronald S. O'Neill - 40 - of Mun	Volume_3/1_source_pages/page_284|doc_1.src_content.11|10|lone_o
lone_o	Volume_3/1_source_pages/page_288	doc_1.src_content.11	src_content	0.	O.	 73 - Heart - of Tiffin, O.	Volume_3/1_source_pages/page_288|doc_1.src_content.11|53|lone_o
lone_o	Volume_3/1_source_pages/page_298	doc_1.src_content.2	src_content	0.	O.	 Blass - 58 - of Toledo, O. - blind now 7 yrs. 	Volume_3/1_source_pages/page_298|doc_1.src_content.2|32|lone_o
zero_word	Volume_3/1_source_pages/page_298	doc_1.src_content.12	src_content	0gg	Ogg	Mrs. Ogg - 46 stomach-cancer	Volume_3/1_source_pages/page_298|doc_1.src_content.12|5|zero_word
lone_o	Volume_3/1_source_pages/page_300	doc_1.src_content.8	src_content	0.	O.	nd - 33 - of Youngstown, O. - double inward goi	Volume_3/1_source_pages/page_300|doc_1.src_content.8|45|lone_o
lone_o	Volume_4/1_source_pages/page_003	doc_1.src_content.11	src_content	0.	O.	Howley - 6 - Youngstown, O. - helpless.	Volume_4/1_source_pages/page_003|doc_1.src_content.11|30|lone_o
lone_o	Volume_4/1_source_pages/page_022	doc_1.src_content.10	src_content	0.	O.	. Eliz. Scrage - Toledo, O. - about 48 - broke 	Volume_4/1_source_pages/page_022|doc_1.src_content.10|28|lone_o
lone_o	Volume_4/1_source_pages/page_034	doc_1.src_content.14	src_content	0	O	Thanks !!! Mary O'Neill - 68 - Eleven	Volume_4/1_source_pages/page_034|doc_1.src_content.14|16|lone_o
lone_o	Volume_4/1_source_pages/page_038	doc_1.src_content.14	src_content	0.	O.	er Haggitt of Cleveland, O. - hemorage of brain	Volume_4/1_source_pages/page_038|doc_1.src_content.14|28|lone_o
lone_o	Volume_4/1_source_pages/page_049	doc_1.src_content.1	src_content	0	O	 Operation tomorrow at 9 O'cl. planned ... is 	Volume_4/1_source_pages/page_049|doc_1.src_content.1|65|lone_o
lone_o	Volume_4/1_source_pages/page_049	doc_1.src_content.9	src_content	0.	O.	E. Spicer - 72 - Toledo, O. - neuritis, widow a	Volume_4/1_source_pages/page_049|doc_1.src_content.9|36|lone_o
lone_o	Volume_4/1_source_pages/page_056	doc_1.src_content.1	src_content	0	O	Baby Dennis Fred O'Neill - 2 weeks pne	Volume_4/1_source_pages/page_056|doc_1.src_content.1|17|lone_o
lone_o	Volume_4/1_source_pages/page_057	doc_1.src_content.11	src_content	0	O	- now two weeks can hear O	Volume_4/1_source_pages/page_057|doc_1.src_content.11|78|lone_o
lone_o	Volume_4/1_source_pages/page_059	doc_1.src_content.15	src_content	0.	O.	James Knapp of Toledo, O. - 24 - ruptured ape	Volume_4/1_source_pages/page_059|doc_1.src_content.15|23|lone_o
lone_o	Volume_4/1_source_pages/page_061	doc_1.src_content.13	src_content	0	O	 the phone but otherwise O	Volume_4/1_source_pages/page_061|doc_1.src_content.13|85|lone_o
lone_o	Volume_4/1_source_pages/page_075	doc_1.src_content.12	src_content	0	O	"John O""Toole - 51 - intest"	Volume_4/1_source_pages/page_075|doc_1.src_content.12|5|lone_o
lone_o	Volume_4/1_source_pages/page_080	doc_1.src_content.8	src_content	0.	O.	Mrs. O. W. Preece - 57 - of	Volume_4/1_source_pages/page_080|doc_1.src_content.8|5|lone_o
lone_o	Volume_4/1_source_pages/page_094	doc_1.src_content.14	src_content	0	O	John J. O'Neill - 24 - losing	Volume_4/1_source_pages/page_094|doc_1.src_content.14|8|lone_o
lone_o	Volume_4/1_source_pages/page_099	doc_1.src_content.10	src_content	0.	O.	adieux - 53 - of Toledo, O. - peculiar weakness	Volume_4/1_source_pages/page_099|doc_1.src_content.10|33|lone_o
lone_o	Volume_4/1_source_pages/page_105	doc_1.src_content.4	src_content	0	O	Mrs. Gertrude O'Donnell - 61 - inte	Volume_4/1_source_pages/page_105|doc_1.src_content.4|14|lone_o
lone_o	Volume_4/1_source_pages/page_123	doc_1.src_content.12	src_content	0.	O.	- 55 - non C. of Newark, O. - poor health - ner	Volume_4/1_source_pages/page_123|doc_1.src_content.12|38|lone_o
lone_o	Volume_4/1_source_pages/page_134	doc_1.src_content.2	src_content	0.	O.	Vincent O. Campbell - 44 - fea	Volume_4/1_source_pages/page_134|doc_1.src_content.2|8|lone_o
lone_o	Volume_4/1_source_pages/page_137	doc_1.src_content.4	src_content	0.	O.	etia Stephens - Newardk, O. - Episcopelian - 81	Volume_4/1_source_pages/page_137|doc_1.src_content.4|33|lone_o
lone_o	Volume_4/1_source_pages/page_137	doc_1.src_content.8	src_content	0.	O.	 Vereecke - 4% of Lyons, O. - now in Ann Arbor 	Volume_4/1_source_pages/page_137|doc_1.src_content.8|29|lone_o
lone_o	Volume_4/1_source_pages/page_144	doc_1.src_content.3	src_content	0.	O.	dolph Lock of Cleveland, O. - 58 - flebitis - s	Volume_4/1_source_pages/page_144|doc_1.src_content.3|31|lone_o
lone_o	Volume_4/1_source_pages/page_176	doc_1.src_content.13	src_content	0.	O.	Leo Weyer - Sandusky, O. - 21 - accident in 	Volume_4/1_source_pages/page_176|doc_1.src_content.13|22|lone_o
lone_o	Volume_4/1_source_pages/page_179	doc_1.src_content.8	src_content	0	O	when only a baby, Father O - took her away fro	Volume_4/1_source_pages/page_179|doc_1.src_content.8|173|lone_o
